nohup: ignoring input
Query 1: s=2958907, t=1852691... Flow=22790000, Time=5084 ms
Iteration 68: init_hl=0.053 ms, bfs=70.955 ms, push_relabel=0.720 ms, remove_invalid=21.420 ms
Iteration 69: init_hl=0.060 ms, bfs=70.320 ms, push_relabel=0.674 ms, remove_invalid=21.979 ms
Iteration 70: init_hl=0.054 ms, bfs=70.392 ms, push_relabel=0.117 ms, remove_invalid=20.865 ms
Iteration 71: init_hl=0.054 ms, bfs=70.749 ms, push_relabel=0.073 ms, remove_invalid=21.501 ms
Iteration 72: init_hl=0.054 ms, bfs=70.475 ms, push_relabel=0.090 ms, remove_invalid=20.864 ms
Iteration 73: init_hl=0.054 ms, bfs=69.799 ms, push_relabel=0.073 ms, remove_invalid=22.215 ms
Iteration 74: init_hl=0.053 ms, bfs=70.840 ms, push_relabel=0.089 ms, remove_invalid=21.024 ms
Iteration 75: init_hl=0.054 ms, bfs=70.816 ms, push_relabel=0.074 ms, remove_invalid=22.236 ms
Iteration 76: init_hl=0.053 ms, bfs=71.132 ms, push_relabel=0.229 ms, remove_invalid=20.884 ms
Iteration 77: init_hl=0.054 ms, bfs=69.970 ms, push_relabel=0.128 ms, remove_invalid=20.999 ms
Iteration 78: init_hl=0.054 ms, bfs=70.031 ms, push_relabel=0.073 ms, remove_invalid=21.087 ms
Iteration 79: init_hl=0.054 ms, bfs=70.720 ms, push_relabel=0.222 ms, remove_invalid=21.419 ms
Iteration 80: init_hl=0.054 ms, bfs=2.974 ms, push_relabel=0.077 ms, remove_invalid=21.947 ms
Iteration 81: init_hl=0.056 ms, bfs=2.999 ms, push_relabel=0.047 ms, remove_invalid=21.311 ms
Iteration 82: init_hl=0.056 ms, bfs=2.985 ms, push_relabel=0.046 ms, remove_invalid=20.954 ms
Iteration 83: init_hl=0.055 ms, bfs=2.964 ms, push_relabel=0.046 ms, remove_invalid=21.967 ms
Iteration 84: init_hl=0.056 ms, bfs=2.973 ms, push_relabel=0.047 ms, remove_invalid=21.559 ms
Iteration 85: init_hl=0.056 ms, bfs=3.005 ms, push_relabel=0.046 ms, remove_invalid=21.700 ms
Iteration 86: init_hl=0.054 ms, bfs=2.996 ms, push_relabel=0.047 ms, remove_invalid=21.548 ms
Iteration 87: init_hl=0.055 ms, bfs=2.995 ms, push_relabel=0.045 ms, remove_invalid=22.050 ms
Iteration 88: init_hl=0.055 ms, bfs=2.977 ms, push_relabel=0.047 ms, remove_invalid=21.753 ms
Iteration 89: init_hl=0.055 ms, bfs=2.985 ms, push_relabel=0.047 ms, remove_invalid=21.504 ms
Iteration 90: init_hl=0.054 ms, bfs=3.009 ms, push_relabel=0.046 ms, remove_invalid=21.938 ms
Iteration 91: init_hl=0.055 ms, bfs=2.991 ms, push_relabel=0.047 ms, remove_invalid=20.830 ms
Iteration 92: init_hl=0.056 ms, bfs=2.990 ms, push_relabel=0.046 ms, remove_invalid=20.879 ms
Iteration 93: init_hl=0.055 ms, bfs=2.993 ms, push_relabel=0.048 ms, remove_invalid=21.037 ms
Iteration 94: init_hl=0.055 ms, bfs=2.977 ms, push_relabel=0.046 ms, remove_invalid=20.982 ms
